053672118808100010682	28.888904	120.059325
053672118808100013782	28.888904	120.059325
0536721188081000F3782	29.088239	119.647765
053672118808100144982	28.896745	120.038689
05367211880810050C082	29.104532	119.648669
0536721188081006B6A82	29.297485	120.332227
053672118808100DE6982	29.297620	120.056487
053672118808100EE3C82	29.134173	119.659990
053672118808100F09282	28.910256	120.033749
053672118808100F73E82	29.146965	119.685749
053672118808100F7F382	29.075378	119.622087
0536721188081102232B0	26.494234	118.616037
053672118808110224D48	29.106077	119.651929
05367211880811022EE30	29.107742	119.657598
05367211880811022F2F8	29.237111	119.954275
053672118808110231D30	28.894824	119.819234
053672118808110B39048	28.897100	119.998473
053672118808110B43E50	28.904624	120.045679
053672118808110B49C08	29.242792	119.981643
053672118808110B5BA48	29.079727	119.682612
053672118808110B62240	29.090888	119.648341
053672118808110B639D8	28.893108	120.060360
053672118808110B643E0	29.316165	120.078602
053672118808110B67428	29.303632	120.176319
053672118808110B71A58	28.899271	120.020368
053672118808110B71C88	29.324506	120.049212
053672118808110B71FB8	28.888008	120.048799
053672118808110B7F010	29.090893	119.648368
053672118808110B7F8A8	29.325656	120.051063
053672118808110BF97F8	28.899271	120.020368
053672118B47356000470	28.984151	120.412855
053672118B47356002F50	29.262547	120.250958
053672118B47356006938	29.087435	119.630111
053672118B47356006FC8	29.074059	119.643185
053672118B47356007900	29.068287	119.630047
053672118B47356009AC8	29.165931	119.725809
053672118B4735600C010	29.069589	119.622262
053672118B4735600C428	29.339476	120.166028
053672118B4735600E6C0	29.086214	119.647870
053672118B4735600FE58	29.082606	119.641771
053672118B473560102E8	29.076319	119.633688
053672118B473560115E8	29.088688	119.700261
053672118B47356013510	29.076454	119.645586
053672118B473560137D0	29.081174	119.630010
053672118B47356018230	29.278853	120.032002
053672118B47356018F30	29.296971	120.073554
053672118B4735601D740	29.314440	120.079800
053672118B4735601EED8	29.311071	120.058242
053672118B4735601F590	29.296347	120.042105
053672118B4735601F7D0	29.282995	120.036073
053672118B47356028580	29.294573	120.043244
053672118B4735602C410	29.295544	120.082115
053672118B4735602E1C0	29.342299	120.100623
053672118B4735602E770	29.301706	120.076184
053672118B4735602EAA0	29.352651	120.108755
053672118B47356032D08	29.292705	120.059233
053672118B473560335F0	29.289702	120.049676
053672118B4735603DAC8	28.898312	119.804403
053672118B4735603E188	28.898354	119.804468
053672118B4735603E6D8	29.305055	120.072494
053672118B4735603FEB0	29.092624	119.671910
053672118B47356040A18	29.273539	120.231518
053672118B4735608CB98	29.296971	120.073554
053672118B4735608CDD0	29.282272	119.929794
053672118B4735608CE10	29.296971	120.073554
053672118B4735608CEF8	29.302396	120.046738
053672118B4735608D110	29.296971	120.073554
053672118B4735608D2D8	29.302396	120.046738
053672118B4735608E178	29.146011	120.028350
053672118B4735608F068	29.302396	120.046738
053672118B4735608F078	29.296971	120.073554
053672118B4735608F0D8	29.328837	120.167366
053672118B4735608F178	29.302396	120.046738
053672118B4735608F1B0	29.296971	120.073554
053672118B473560915B8	29.367778	120.044325
053672118B47356091678	29.302396	120.046738
053672118B473560917B0	29.302396	120.046738
0648586396405E90B47A8	29.26555	120.23436
0648586396405E90B47AD	29.26555	120.23436
0648586396405E90B47E5	29.31504	120.09630
0648586396405E90B47ED	29.31504	120.09630
0648586396405E90B480D	29.31504	120.09630
0648586396405E90B4825	29.31504	120.09630
0648586396405E90B482D	29.31504	120.09630
0648586396405E90B483D	29.31504	120.09630
0648586396405E90B4845	29.31504	120.09630
0648586396405E90B484D	29.31504	120.09630
